Id,firstName,lastName,salary,managerId
80207,First80207,Last80207,46827,6854
75380,First75380,Last75380,40401,49171
62170,First62170,Last62170,39174,17611
43801,First43801,Last43801,33907,882
67232,First67232,Last67232,35590,42289
43128,First43128,Last43128,49410,29238
68337,First68337,Last68337,36242,21283
2693,First2693,Last2693,41915,1589
90605,First90605,Last90605,40897,70391
8319,First8319,Last8319,42898,2906
40748,First40748,Last40748,38964,23232
42908,First42908,Last42908,47242,17877
75028,First75028,Last75028,41780,15027
97436,First97436,Last97436,38430,57806
13059,First13059,Last13059,42179,1269
39074,First39074,Last39074,40014,3625
63188,First63188,Last63188,32182,31575
97244,First97244,Last97244,34986,6464
64075,First64075,Last64075,31404,28311
39400,First39400,Last39400,37316,30278
18214,First18214,Last18214,44660,13039
26796,First26796,Last26796,49473,19427
34386,First34386,Last34386,45374,4912
30085,First30085,Last30085,39260,20005
87035,First87035,Last87035,41929,31009
64372,First64372,Last64372,40032,23281
39383,First39383,Last39383,37508,20316
62744,First62744,Last62744,47611,38521
78710,First78710,Last78710,42761,7199
92646,First92646,Last92646,39265,66912
98789,First98789,Last98789,34002,38132
59869,First59869,Last59869,48964,46285
47814,First47814,Last47814,39408,24368
89797,First89797,Last89797,33077,17788
24742,First24742,Last24742,49646,10259
33273,First33273,Last33273,32564,17504
920,First920,Last920,37834,559
43396,First43396,Last43396,34777,8294
72264,First72264,Last72264,37336,45291
26145,First26145,Last26145,43329,9749
44283,First44283,Last44283,36553,22240
11481,First11481,Last11481,35715,3466
42091,First42091,Last42091,43587,20750
46597,First46597,Last46597,42617,8294
67496,First67496,Last67496,39331,4587
72376,First72376,Last72376,49665,58821
14666,First14666,Last14666,43423,9460
16377,First16377,Last16377,30638,10039
552,First552,Last552,44450,114
54203,First54203,Last54203,41001,36996
32456,First32456,Last32456,42929,13509
85312,First85312,Last85312,43854,49635
17838,First17838,Last17838,41350,4158
35624,First35624,Last35624,42050,22706
76579,First76579,Last76579,36158,51304
81473,First81473,Last81473,48963,14495
94928,First94928,Last94928,35423,34664
13117,First13117,Last13117,45245,1804
48711,First48711,Last48711,35297,13799
81971,First81971,Last81971,36534,10818
30351,First30351,Last30351,33107,12321
74156,First74156,Last74156,35159,11427
18945,First18945,Last18945,32276,7344
89886,First89886,Last89886,45293,57707
67447,First67447,Last67447,45146,47449
73803,First73803,Last73803,30851,23282
97422,First97422,Last97422,41314,58584
15310,First15310,Last15310,48205,1623
29818,First29818,Last29818,47514,10156
49598,First49598,Last49598,30609,10855
86515,First86515,Last86515,45911,8079
8685,First8685,Last8685,34311,2834
9561,First9561,Last9561,30673,2226
31499,First31499,Last31499,37321,20840
63251,First63251,Last63251,44073,23202
19309,First19309,Last19309,46030,7470
25268,First25268,Last25268,48619,507
45112,First45112,Last45112,32298,12650
88762,First88762,Last88762,49791,1436
68951,First68951,Last68951,40378,30100
65137,First65137,Last65137,39997,24602
71624,First71624,Last71624,33203,4200
71246,First71246,Last71246,42244,35639
69700,First69700,Last69700,37942,39298
75657,First75657,Last75657,35734,34323
62899,First62899,Last62899,35297,23258
46399,First46399,Last46399,43211,7702
86511,First86511,Last86511,31819,17516
37451,First37451,Last37451,47056,6723
2847,First2847,Last2847,31038,1405
54574,First54574,Last54574,41583,16846
12630,First12630,Last12630,44632,6428
29249,First29249,Last29249,35683,18811
40929,First40929,Last40929,33643,19697
54146,First54146,Last54146,31841,4340
12365,First12365,Last12365,49806,605
22956,First22956,Last22956,30133,13260
10817,First10817,Last10817,44196,791
56154,First56154,Last56154,42373,10590
90603,First90603,Last90603,45771,35284
38057,First38057,Last38057,47750,23081
44535,First44535,Last44535,48966,33671
98975,First98975,Last98975,41943,5840
99563,First99563,Last99563,48941,23223
42197,First42197,Last42197,32517,23225
90892,First90892,Last90892,37973,11436
54756,First54756,Last54756,43861,35243
41910,First41910,Last41910,37164,25301
28976,First28976,Last28976,35492,8913
5411,First5411,Last5411,47581,3391
8117,First8117,Last8117,42634,1104
35125,First35125,Last35125,38575,8067
35788,First35788,Last35788,46583,17719
14951,First14951,Last14951,31005,3117
86736,First86736,Last86736,32330,37628
41775,First41775,Last41775,43322,19006
69901,First69901,Last69901,36839,8362
7689,First7689,Last7689,42465,5934
61437,First61437,Last61437,31495,15386
40544,First40544,Last40544,34987,10850
34700,First34700,Last34700,44303,15918
45209,First45209,Last45209,30840,17869
75507,First75507,Last75507,40138,34117
75559,First75559,Last75559,31909,40788
41585,First41585,Last41585,30808,21799
37067,First37067,Last37067,45076,25389
87983,First87983,Last87983,45760,36060
88283,First88283,Last88283,33387,49615
28055,First28055,Last28055,34724,7003
27636,First27636,Last27636,42014,18705
18167,First18167,Last18167,36441,9617
5163,First5163,Last5163,39670,2407
64970,First64970,Last64970,31156,33989
32447,First32447,Last32447,33565,26543
95790,First95790,Last95790,39404,62988
35013,First35013,Last35013,48708,16740
14597,First14597,Last14597,47061,9114
94763,First94763,Last94763,41629,78769
59203,First59203,Last59203,43180,16225
31675,First31675,Last31675,49621,18584
13435,First13435,Last13435,41086,11121
13298,First13298,Last13298,31050,922
96066,First96066,Last96066,42605,9862
49030,First49030,Last49030,40638,35322
16896,First16896,Last16896,40834,5927
78515,First78515,Last78515,45916,32416
10872,First10872,Last10872,35168,2355
84442,First84442,Last84442,40630,23255
13090,First13090,Last13090,33207,756
42220,First42220,Last42220,36278,26287
82548,First82548,Last82548,47778,67457
95946,First95946,Last95946,42094,67852
29525,First29525,Last29525,46161,277
16742,First16742,Last16742,37933,3989
77211,First77211,Last77211,33852,27720
59924,First59924,Last59924,38644,18777
91102,First91102,Last91102,35523,65152
68810,First68810,Last68810,42669,33914
5396,First5396,Last5396,39022,2313
26126,First26126,Last26126,32214,8975
44644,First44644,Last44644,36546,22607
81018,First81018,Last81018,40647,59857
25775,First25775,Last25775,49545,2312
43566,First43566,Last43566,36188,4650
47214,First47214,Last47214,33047,4085
33654,First33654,Last33654,32282,11151
46574,First46574,Last46574,32938,23877
63574,First63574,Last63574,31397,40471
11021,First11021,Last11021,30317,429
78670,First78670,Last78670,32821,1057
84757,First84757,Last84757,41021,52367
43887,First43887,Last43887,46762,20477
42645,First42645,Last42645,43642,16031
8067,First8067,Last8067,57769,5944
93260,First93260,Last93260,34398,12695
97226,First97226,Last97226,33921,54298
38419,First38419,Last38419,31145,18206
86279,First86279,Last86279,41706,48647
62665,First62665,Last62665,32122,37424
74822,First74822,Last74822,43798,2396
27183,First27183,Last27183,38139,15310
18796,First18796,Last18796,43961,4618
58566,First58566,Last58566,36169,36522
60845,First60845,Last60845,36430,21416
59409,First59409,Last59409,49106,28563
83014,First83014,Last83014,35761,47646
78424,First78424,Last78424,44824,4621
9620,First9620,Last9620,49260,3180
77552,First77552,Last77552,40125,49521
82939,First82939,Last82939,47756,22813
59444,First59444,Last59444,36007,10130
58005,First58005,Last58005,32053,22454
98187,First98187,Last98187,48094,33976
7674,First7674,Last7674,47246,1148
62747,First62747,Last62747,49420,5616
20122,First20122,Last20122,37422,14394
70576,First70576,Last70576,39099,53429
20118,First20118,Last20118,44414,15293
26202,First26202,Last26202,43876,11239
34069,First34069,Last34069,34542,12358
55585,First55585,Last55585,35897,23291
26331,First26331,Last26331,36834,400
25905,First25905,Last25905,44021,8712
84048,First84048,Last84048,41293,28378
35677,First35677,Last35677,37218,12578
16970,First16970,Last16970,42211,1145
52650,First52650,Last52650,37435,18526
62174,First62174,Last62174,46159,20492
48910,First48910,Last48910,44640,3526
77268,First77268,Last77268,48168,59414
38503,First38503,Last38503,31260,9540
28464,First28464,Last28464,37071,5048
74468,First74468,Last74468,45380,49633
83309,First83309,Last83309,36150,5801
72950,First72950,Last72950,49794,7381
52046,First52046,Last52046,48496,34153
13121,First13121,Last13121,42619,10639
66391,First66391,Last66391,44040,38087
60266,First60266,Last60266,46844,12107
42440,First42440,Last42440,30584,25082
41886,First41886,Last41886,37957,18358
41306,First41306,Last41306,48266,33104
62994,First62994,Last62994,43817,45297
91543,First91543,Last91543,46621,57481
42501,First42501,Last42501,37958,10371
39856,First39856,Last39856,36806,9818
85852,First85852,Last85852,40290,112
54818,First54818,Last54818,33202,1423
63576,First63576,Last63576,31004,43261
91604,First91604,Last91604,37353,40893
12366,First12366,Last12366,30379,10098
47273,First47273,Last47273,34970,38085
46496,First46496,Last46496,30959,34232
78508,First78508,Last78508,39832,28692
40402,First40402,Last40402,40053,23362
45362,First45362,Last45362,44678,2708
42281,First42281,Last42281,42023,3832
98869,First98869,Last98869,42170,36086
85859,First85859,Last85859,46866,55188
98233,First98233,Last98233,42901,27465
54560,First54560,Last54560,36800,42582
78612,First78612,Last78612,39639,37273
6273,First6273,Last6273,36211,2688
12485,First12485,Last12485,40757,7370
97804,First97804,Last97804,37364,75349
46713,First46713,Last46713,31625,347
91868,First91868,Last91868,46431,18525
72404,First72404,Last72404,38226,23268
99077,First99077,Last99077,31585,934
18900,First18900,Last18900,37514,2808
86117,First86117,Last86117,37330,23147
98672,First98672,Last98672,46824,32471
2317,First2317,Last2317,38241,477
90427,First90427,Last90427,44895,63436
41994,First41994,Last41994,33601,26197
68891,First68891,Last68891,48793,35029
47131,First47131,Last47131,48280,31542
86027,First86027,Last86027,35198,4910
14256,First14256,Last14256,34858,7865
63535,First63535,Last63535,47602,45333
60978,First60978,Last60978,44628,6138
16570,First16570,Last16570,41121,2114
39069,First39069,Last39069,31635,9515
74381,First74381,Last74381,45140,10192
90192,First90192,Last90192,42430,72689
28149,First28149,Last28149,33330,14967
4233,First4233,Last4233,33144,416
77730,First77730,Last77730,38775,1697
20066,First20066,Last20066,36407,3179
73269,First73269,Last73269,37228,32015
7020,First7020,Last7020,31213,2885
6998,First6998,Last6998,31209,2834
92484,First92484,Last92484,34798,31472
91463,First91463,Last91463,40152,40595
16102,First16102,Last16102,45825,13258
43288,First43288,Last43288,48557,20954
16222,First16222,Last16222,39244,10766
33881,First33881,Last33881,40297,26729
80001,First80001,Last80001,33756,4769
53572,First53572,Last53572,47336,20712
76422,First76422,Last76422,34341,55094
24527,First24527,Last24527,45631,7376
8464,First8464,Last8464,33749,1486
58662,First58662,Last58662,33617,47475
74762,First74762,Last74762,38634,52315
16739,First16739,Last16739,35684,6878
6178,First6178,Last6178,35393,2568
42668,First42668,Last42668,32787,2588
57674,First57674,Last57674,36159,1670
84026,First84026,Last84026,44275,41406
23673,First23673,Last23673,38628,7895
21033,First21033,Last21033,35620,13918
98930,First98930,Last98930,41744,38927
95259,First95259,Last95259,39906,45923
13953,First13953,Last13953,31302,11316
53514,First53514,Last53514,38547,2842
7321,First7321,Last7321,46672,289
86312,First86312,Last86312,42224,71458
82421,First82421,Last82421,42212,46191
63345,First63345,Last63345,42882,43750
75946,First75946,Last75946,42113,20381
88607,First88607,Last88607,30257,58592
14095,First14095,Last14095,34455,9473
9715,First9715,Last9715,48367,7023
87869,First87869,Last87869,32558,47368
53709,First53709,Last53709,38647,28824
32050,First32050,Last32050,47285,14205
79684,First79684,Last79684,43238,6253
46561,First46561,Last46561,38574,7266
21470,First21470,Last21470,47220,16350
10361,First10361,Last10361,48661,8386
47157,First47157,Last47157,38615,12982
65766,First65766,Last65766,32280,927
69211,First69211,Last69211,34736,46470
65186,First65186,Last65186,44877,14626
52531,First52531,Last52531,41207,18731
84243,First84243,Last84243,38793,26576
19738,First19738,Last19738,37369,9045
3893,First3893,Last3893,34040,2349
53956,First53956,Last53956,31228,22953
4008,First4008,Last4008,43874,3111
82782,First82782,Last82782,43944,65390
14141,First14141,Last14141,36552,693
24628,First24628,Last24628,42252,10798
90469,First90469,Last90469,48272,68160
41297,First41297,Last41297,47535,8236
14694,First14694,Last14694,41186,5047
21131,First21131,Last21131,48696,13571
86933,First86933,Last86933,45365,56422
99516,First99516,Last99516,31047,28691
49380,First49380,Last49380,32400,6294
65143,First65143,Last65143,38979,6832
20602,First20602,Last20602,45892,1097
7409,First7409,Last7409,36816,5448
9771,First9771,Last9771,35972,1913
38495,First38495,Last38495,33572,23529
91749,First91749,Last91749,35784,59195
95213,First95213,Last95213,34635,46156
42021,First42021,Last42021,48504,16299
10604,First10604,Last10604,32219,4341
90805,First90805,Last90805,33283,58679
23305,First23305,Last23305,31587,15831
18853,First18853,Last18853,42333,3490
48743,First48743,Last48743,48777,22308
15112,First15112,Last15112,36075,150
64564,First64564,Last64564,40196,12175
86623,First86623,Last86623,41513,5468
61185,First61185,Last61185,35516,1317
52234,First52234,Last52234,30512,26119
62791,First62791,Last62791,41388,15984
38249,First38249,Last38249,43370,30433
73605,First73605,Last73605,39099,16010
57956,First57956,Last57956,46983,40619
34433,First34433,Last34433,35360,26626
43407,First43407,Last43407,38090,18120
35187,First35187,Last35187,47889,23158
84340,First84340,Last84340,45105,45827
84186,First84186,Last84186,39804,3993
18681,First18681,Last18681,38420,497
55300,First55300,Last55300,39415,19939
53714,First53714,Last53714,44817,26946
12380,First12380,Last12380,31328,1446
58560,First58560,Last58560,31890,10838
19319,First19319,Last19319,42434,5799
83481,First83481,Last83481,46008,62749
11365,First11365,Last11365,49913,7115
57504,First57504,Last57504,38981,4621
23629,First23629,Last23629,31790,6935
65345,First65345,Last65345,38078,32543
38066,First38066,Last38066,37827,20794
37363,First37363,Last37363,44762,29834
10675,First10675,Last10675,30780,2265
83647,First83647,Last83647,42344,62028
28647,First28647,Last28647,36984,11116
44497,First44497,Last44497,45673,763
12896,First12896,Last12896,34156,1090
97794,First97794,Last97794,48472,33927
42346,First42346,Last42346,47816,18433
7699,First7699,Last7699,38036,4391
2145,First2145,Last2145,47151,637
92016,First92016,Last92016,39056,16413
60369,First60369,Last60369,49969,34398
26859,First26859,Last26859,34895,9139
84702,First84702,Last84702,40573,53390
55374,First55374,Last55374,40884,19545
6222,First6222,Last6222,47469,3726
78129,First78129,Last78129,38912,43529
42663,First42663,Last42663,39452,8900
66452,First66452,Last66452,42705,23586
97870,First97870,Last97870,37721,17025
58993,First58993,Last58993,40199,11617
97384,First97384,Last97384,45760,75621
34966,First34966,Last34966,43376,2483
14836,First14836,Last14836,49794,5045
29808,First29808,Last29808,45384,12506
95343,First95343,Last95343,37895,14253
66392,First66392,Last66392,38726,48394
52342,First52342,Last52342,42289,31809
53291,First53291,Last53291,49909,18244
50564,First50564,Last50564,40878,21233
77092,First77092,Last77092,33689,18194
74727,First74727,Last74727,41521,14987
70978,First70978,Last70978,37297,39799
247,First247,Last247,43439,187
59867,First59867,Last59867,32769,14210
48272,First48272,Last48272,42651,2891
26526,First26526,Last26526,30771,21262
69031,First69031,Last69031,41147,56576
35557,First35557,Last35557,34534,6680
40463,First40463,Last40463,30455,18621
44327,First44327,Last44327,34662,35870
53465,First53465,Last53465,47740,13996
53824,First53824,Last53824,43615,29061
88436,First88436,Last88436,44446,10976
14889,First14889,Last14889,42757,1722
14731,First14731,Last14731,40746,9270
8176,First8176,Last8176,34077,2178
49837,First49837,Last49837,47621,33919
21133,First21133,Last21133,40703,17105
81487,First81487,Last81487,31969,14975
75149,First75149,Last75149,49222,30119
86326,First86326,Last86326,39968,54188
71526,First71526,Last71526,30461,53784
45089,First45089,Last45089,35434,32634
4559,First4559,Last4559,31193,2
69951,First69951,Last69951,44909,23358
49772,First49772,Last49772,35289,10234
41056,First41056,Last41056,48739,14436
22247,First22247,Last22247,49949,18478
82125,First82125,Last82125,41532,51842
10281,First10281,Last10281,30720,4559
63526,First63526,Last63526,43689,37852
25705,First25705,Last25705,30033,6376
46686,First46686,Last46686,45636,25888
38626,First38626,Last38626,42611,13394
95539,First95539,Last95539,40326,59959
17713,First17713,Last17713,36051,1229
63778,First63778,Last63778,39798,40033
92086,First92086,Last92086,34709,8437
67315,First67315,Last67315,35299,5878
74992,First74992,Last74992,40758,39855
83194,First83194,Last83194,36268,8491
41137,First41137,Last41137,47479,14491
75436,First75436,Last75436,49807,60418
62638,First62638,Last62638,38022,46078
45196,First45196,Last45196,41438,22678
52940,First52940,Last52940,49138,691
31405,First31405,Last31405,49173,18523
12052,First12052,Last12052,44035,911
2313,First2313,Last2313,57690,1201
744,First744,Last744,48570,558
31544,First31544,Last31544,49391,19595
45366,First45366,Last45366,44998,23536
15344,First15344,Last15344,42907,4634
15064,First15064,Last15064,39246,9314
24182,First24182,Last24182,39391,11004
46230,First46230,Last46230,46619,23280
25231,First25231,Last25231,46803,5613
98053,First98053,Last98053,42391,55414
68136,First68136,Last68136,32600,14807
7420,First7420,Last7420,33816,2353
8537,First8537,Last8537,30553,4857
7787,First7787,Last7787,33051,1163
32659,First32659,Last32659,39077,17923
27774,First27774,Last27774,40555,12770
95827,First95827,Last95827,31308,18622
37732,First37732,Last37732,35629,30411
57220,First57220,Last57220,34033,46066
63217,First63217,Last63217,49729,11915
97200,First97200,Last97200,41554,31773
43064,First43064,Last43064,44051,22265
59091,First59091,Last59091,34412,21117
27385,First27385,Last27385,41427,8248
51898,First51898,Last51898,40839,19587
71834,First71834,Last71834,34215,8529
32454,First32454,Last32454,43688,13467
40180,First40180,Last40180,31971,21496
16185,First16185,Last16185,47220,5984
51738,First51738,Last51738,36129,6715
13936,First13936,Last13936,49972,1786
24767,First24767,Last24767,33019,13846
90796,First90796,Last90796,46332,74732
68509,First68509,Last68509,41528,47531
98010,First98010,Last98010,36996,62995
33636,First33636,Last33636,36475,8661
52687,First52687,Last52687,44067,34558
95258,First95258,Last95258,36471,72542
32302,First32302,Last32302,37197,17564
66577,First66577,Last66577,32344,17709
13566,First13566,Last13566,37014,1554
47615,First47615,Last47615,30397,21785
39328,First39328,Last39328,46781,26454
12525,First12525,Last12525,46228,8428
63660,First63660,Last63660,47034,48000
59783,First59783,Last59783,32842,34093
95660,First95660,Last95660,43991,65304
19100,First19100,Last19100,32128,10927
73678,First73678,Last73678,41748,1700
30671,First30671,Last30671,30999,9908
23503,First23503,Last23503,44613,7287
75612,First75612,Last75612,48638,22158
37072,First37072,Last37072,34484,10019
78640,First78640,Last78640,43583,19014
88791,First88791,Last88791,41833,973
97718,First97718,Last97718,48390,35087
35561,First35561,Last35561,43347,22692
80977,First80977,Last80977,45381,51509
2226,First2226,Last2226,43003,1288
54728,First54728,Last54728,42207,5488
30769,First30769,Last30769,42787,16094
52741,First52741,Last52741,40027,14167
96816,First96816,Last96816,37724,37970
48198,First48198,Last48198,39347,27131
55711,First55711,Last55711,46648,30338
48862,First48862,Last48862,38031,27401
34755,First34755,Last34755,32037,26921
58926,First58926,Last58926,39123,34111
31835,First31835,Last31835,31816,21075
82871,First82871,Last82871,49588,56102
62063,First62063,Last62063,36278,26727
99835,First99835,Last99835,48329,8350
23642,First23642,Last23642,33752,2099
79743,First79743,Last79743,30463,15233
75970,First75970,Last75970,36943,56893
58405,First58405,Last58405,30235,9786
77887,First77887,Last77887,32535,35406
77312,First77312,Last77312,39440,44505
46777,First46777,Last46777,49258,6296
37967,First37967,Last37967,48519,10173
86675,First86675,Last86675,40231,55455
94740,First94740,Last94740,49102,50995
43490,First43490,Last43490,48192,30726
78946,First78946,Last78946,30731,4610
93241,First93241,Last93241,49180,72320
21323,First21323,Last21323,47135,13090
89182,First89182,Last89182,40007,26558
98396,First98396,Last98396,48857,13577
60556,First60556,Last60556,47721,33790
12813,First12813,Last12813,41491,7932
62531,First62531,Last62531,37209,3920
8523,First8523,Last8523,49633,5510
88105,First88105,Last88105,40176,72230
4647,First4647,Last4647,32239,1833
36999,First36999,Last36999,42390,3759
51140,First51140,Last51140,35854,35463
25889,First25889,Last25889,39799,20921
22099,First22099,Last22099,31007,12035
28508,First28508,Last28508,40313,10553
94798,First94798,Last94798,49998,44063
42869,First42869,Last42869,31372,3915
57647,First57647,Last57647,37287,12427
35977,First35977,Last35977,37275,22824
83034,First83034,Last83034,48467,63488
4396,First4396,Last4396,39610,3547
82117,First82117,Last82117,46817,62182
61212,First61212,Last61212,49964,17911
65310,First65310,Last65310,44342,42594
97189,First97189,Last97189,35675,75621
53138,First53138,Last53138,39026,21413
57440,First57440,Last57440,45707,12411
14736,First14736,Last14736,41802,7306
53930,First53930,Last53930,47334,28230
64504,First64504,Last64504,31987,46982
30087,First30087,Last30087,44431,10272
77779,First77779,Last77779,36335,7848
26975,First26975,Last26975,40311,2413
73623,First73623,Last73623,44381,3298
35177,First35177,Last35177,32149,29025
29496,First29496,Last29496,35975,7752
23187,First23187,Last23187,43066,12495
66703,First66703,Last66703,36755,13130
67930,First67930,Last67930,33025,371
3854,First3854,Last3854,49317,2618
83504,First83504,Last83504,33721,27230
37975,First37975,Last37975,33541,12110
86726,First86726,Last86726,47215,21538
56584,First56584,Last56584,32353,44354
5956,First5956,Last5956,45859,3667
45500,First45500,Last45500,47162,12144
15565,First15565,Last15565,44813,7304
15411,First15411,Last15411,32789,923
23413,First23413,Last23413,48927,13625
5558,First5558,Last5558,45708,311
87602,First87602,Last87602,47988,21821
6804,First6804,Last6804,46721,5343
87843,First87843,Last87843,47935,2936
42538,First42538,Last42538,44264,4470
1364,First1364,Last1364,34155,775
41702,First41702,Last41702,37024,25019
16820,First16820,Last16820,33193,12496
97622,First97622,Last97622,47427,60687
96838,First96838,Last96838,46516,49290
76880,First76880,Last76880,33989,50408
72660,First72660,Last72660,34035,57849
66229,First66229,Last66229,35864,34825
95759,First95759,Last95759,31837,45022
64549,First64549,Last64549,40155,51818
9101,First9101,Last9101,47817,4744
3258,First3258,Last3258,47086,754
12307,First12307,Last12307,36168,4200
39167,First39167,Last39167,41676,19069
2584,First2584,Last2584,35732,1311
38636,First38636,Last38636,33068,14741
82961,First82961,Last82961,42090,45135
93647,First93647,Last93647,37547,56153
91697,First91697,Last91697,40463,44794
95638,First95638,Last95638,38219,9878
91566,First91566,Last91566,39743,38703
68092,First68092,Last68092,35254,15766
54197,First54197,Last54197,37952,27085
92863,First92863,Last92863,45161,5195
34982,First34982,Last34982,42977,12446
29444,First29444,Last29444,39761,22205
56760,First56760,Last56760,44877,24182
18543,First18543,Last18543,41385,2061
84281,First84281,Last84281,32674,23757
57441,First57441,Last57441,39026,2660
95517,First95517,Last95517,48842,53358
61800,First61800,Last61800,41515,47950
12224,First12224,Last12224,42220,1735
14361,First14361,Last14361,39810,2616
48493,First48493,Last48493,36462,35889
3256,First3256,Last3256,36347,1474
74466,First74466,Last74466,37951,48132
98480,First98480,Last98480,40417,35021
6607,First6607,Last6607,48489,3060
77551,First77551,Last77551,47658,4627
95905,First95905,Last95905,43562,20987
11685,First11685,Last11685,35300,2529
12859,First12859,Last12859,47621,4060
84535,First84535,Last84535,43974,63373
9009,First9009,Last9009,35279,6001
8387,First8387,Last8387,44134,4299
3323,First3323,Last3323,32067,2234
93202,First93202,Last93202,32539,14688
36462,First36462,Last36462,31162,13798
45598,First45598,Last45598,36596,30690
13081,First13081,Last13081,36198,9798
15130,First15130,Last15130,44503,3888
89769,First89769,Last89769,35836,25130
61810,First61810,Last61810,42844,35594
21416,First21416,Last21416,49899,1335
56440,First56440,Last56440,30367,19585
84610,First84610,Last84610,42403,65064
65407,First65407,Last65407,43473,18749
37043,First37043,Last37043,43382,28165
55121,First55121,Last55121,46314,13752
89326,First89326,Last89326,44572,64514
69584,First69584,Last69584,46815,31965
90257,First90257,Last90257,36758,25641
47093,First47093,Last47093,35149,13276
25186,First25186,Last25186,46922,8511
71365,First71365,Last71365,30941,438
60095,First60095,Last60095,46737,8008
32403,First32403,Last32403,40428,4128
51970,First51970,Last51970,48563,9354
44129,First44129,Last44129,36280,15626
55779,First55779,Last55779,34715,25836
78538,First78538,Last78538,47831,19595
52862,First52862,Last52862,35964,31426
41663,First41663,Last41663,44088,19831
27862,First27862,Last27862,41246,16842
80431,First80431,Last80431,49183,40933
